Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/06/2021,01/04/2020,01/02/2021,Hawaii,Male,55-64 years,35,900,50,18,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Male,65-74 years,59,1431,99,31,,130,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Male,75-84 years,52,1431,116,26,,148,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Male,85 years and over,46,1687,159,22,,187,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,All Ages,121,5411,322,54,10,399,
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,Under 1 year,0,41,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,0-17 years,0,53,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,15-24 years,0,25,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,18-29 years,,48,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,25-34 years,,56,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,30-49 years,,211,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,35-44 years,,94,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,45-54 years,,208,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,50-64 years,19,610,42,,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,55-64 years,18,488,36,,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,65-74 years,20,851,56,10,,70,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,75-84 years,25,1078,54,11,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Female,85 years and over,51,2560,158,21,,191,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,1-4 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,5-14 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,15-24 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,18-29 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,25-34 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,30-49 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,35-44 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,45-54 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,50-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,55-64 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,65-74 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,75-84 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Hawaii,Unknown,85 years and over,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,All Sexes,All Ages,1240,15626,1074,503,34,1842,
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,All Ages,715,8339,624,315,20,1042,
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,Under 1 year,0,51,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,0-17 years,0,119,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,1-4 years,0,15,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,5-14 years,0,23,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,15-24 years,,135,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,18-29 years,,190,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,25-34 years,,179,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,30-49 years,20,577,,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,35-44 years,,286,,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,45-54 years,20,450,16,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,50-64 years,72,1335,85,31,,131,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,55-64 years,62,1082,72,27,,112,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,65-74 years,172,1826,147,81,,246,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,75-84 years,239,2238,216,107,,349,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Male,85 years and over,210,2054,163,90,,284,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,All Ages,525,7287,450,188,14,800,
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,Under 1 year,0,39,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,0-17 years,0,71,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,15-24 years,0,46,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,18-29 years,0,72,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,25-34 years,0,104,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,30-49 years,13,326,12,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,35-44 years,,152,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,45-54 years,14,275,21,10,0,25,
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,50-64 years,42,906,70,23,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,55-64 years,36,744,57,18,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,65-74 years,97,1290,94,41,,152,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,75-84 years,133,1879,110,50,,195,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Female,85 years and over,240,2743,160,68,,338,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,All Ages,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,Under 1 year,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,0-17 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,1-4 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,5-14 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,15-24 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,18-29 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,25-34 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,30-49 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,35-44 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,45-54 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,50-64 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,55-64 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,65-74 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,75-84 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Idaho,Unknown,85 years and over,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,Illinois,All Sexes,All Ages,14504,123978,13236,7002,223,20956,
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,All Ages,7847,63849,7232,4022,96,11150,
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,Under 1 year,,361,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,0-17 years,,672,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,1-4 years,0,60,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,5-14 years,,104,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,15-24 years,13,976,10,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,18-29 years,36,1744,35,12,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,25-34 years,64,1842,53,19,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,30-49 years,416,5066,288,168,,542,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,35-44 years,180,2379,131,73,,242,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,45-54 years,466,4304,360,209,,622,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,50-64 years,1312,12377,1193,680,23,1847,
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,55-64 years,1041,9833,963,556,20,1467,
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,65-74 years,1893,13941,1746,1016,17,2640,
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,75-84 years,2157,15111,2089,1167,24,3102,
01/06/2021,01/04/2020,01/02/2021,Illinois,Male,85 years and over,2031,14938,1873,977,23,2949,
01/06/2021,01/04/2020,01/02/2021,Illinois,Female,All Ages,6657,60128,6004,2980,127,9806,
01/06/2021,01/04/2020,01/02/2021,Illinois,Female,Under 1 year,,276,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Female,0-17 years,,463,,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Female,1-4 years,0,56,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Female,5-14 years,0,82,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Female,15-24 years,,335,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Female,18-29 years,18,569,20,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Female,25-34 years,35,645,33,16,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Female,30-49 years,173,2456,181,79,,279,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,Illinois,Female,35-44 years,75,1161,82,35,,126,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
